"logID","fightID","duration_s","f_kill","f_logNote3","logStatus","averageItemLevel","f_special","Cast_Seq","timestamp_s","hitPoints","x","y","special"
"ztQ3ha4PqnmGL17X",15,130,"Kill","Exec. & Speed","One-shot",248.399993896484,"SoL",1,44.981,23696423,-15801,57847,NA
"ztQ3ha4PqnmGL17X",15,130,"Kill","Exec. & Speed","One-shot",248.399993896484,"DV",2,96.009,10405959,-15590,57967,NA
"jhvY1W4Mzc7y6w9b",6,134,"Kill","Execution","One-shot",247.639999389648,"DV",1,51.019,23558572,-16863,58194,NA
"jhvY1W4Mzc7y6w9b",6,134,"Kill","Execution","One-shot",247.639999389648,"SoL",2,89.957,13021213,-16719,58439,NA
"THYNZW9Qk74mCcLj",6,136,"Kill","Exec. & Speed","One-shot",249.360000610352,"SoL",1,44.973,25455899,-16762,58083,NA
"THYNZW9Qk74mCcLj",6,136,"Kill","Exec. & Speed","One-shot",249.360000610352,"DV",2,96.023,13193480,-16530,58236,NA
"THYNZW9Qk74mCcLj",6,136,"Kill","Exec. & Speed","One-shot",249.360000610352,"SoD",3,134.979,460563,-16530,58236,NA
"RNkZpm1tWr6Awyaj",6,134,"Kill","Exec. & Speed","One-shot",249.679992675781,"SoD",1,45.028,25424974,-16688,58137,NA
"RNkZpm1tWr6Awyaj",6,134,"Kill","Exec. & Speed","One-shot",249.679992675781,"DV",2,96.043,13938682,-16688,58137,NA
"dMZ9AQDfvKPnkJCG",6,126,"Kill","Exec. & Speed","One-shot",249.800003051758,"LV",1,50.979,22579459,-14188,60886,NA
"dMZ9AQDfvKPnkJCG",6,126,"Kill","Exec. & Speed","One-shot",249.800003051758,"DV",2,96.025,9336565,-13841,60326,NA
"t7akPy3ZFKbv96pY",6,131,"Kill","Execution","One-shot",246.720001220703,"SoL",1,44.98,23714577,-16796,57924,NA
"t7akPy3ZFKbv96pY",6,131,"Kill","Execution","One-shot",246.720001220703,"DV",2,96,11253260,-16764,58098,NA
"ypCnZWzD9j2fh8Hd",6,134,"Kill","Execution","One-shot",247.240005493164,"SoD",1,45.029,23646699,-12340,55422,NA
"ypCnZWzD9j2fh8Hd",6,134,"Kill","Execution","One-shot",247.240005493164,"DV",2,96.027,11339527,-12340,55422,NA
"q4tLGvZPrQxyNVf6",6,144,"Kill","Exec. & Speed","One-shot",247.360000610352,"SoD",1,45.043,25307413,-14205,56437,NA
"q4tLGvZPrQxyNVf6",6,144,"Kill","Exec. & Speed","One-shot",247.360000610352,"DV",2,96.049,14396647,-14197,56438,NA
"q4tLGvZPrQxyNVf6",6,144,"Kill","Exec. & Speed","One-shot",247.360000610352,"SoL",3,135.012,2998151,-14266,56863,NA
"q4tLGvZPrQxyNVf6",14,130,"Kill","Exec. & Speed","One-shot",248.559997558594,"DV",1,51.054,22833832,-14003,56213,NA
"q4tLGvZPrQxyNVf6",14,130,"Kill","Exec. & Speed","One-shot",248.559997558594,"LV",2,96,10646414,-13681,56541,NA
"q4tLGvZPrQxyNVf6",22,144,"Kill","Exec. & Speed","One-shot",245.279998779297,"SoD",1,45.051,25769565,-14343,56085,NA
"q4tLGvZPrQxyNVf6",22,144,"Kill","Exec. & Speed","One-shot",245.279998779297,"DV",2,96.09,14399561,-14343,56085,NA
"q4tLGvZPrQxyNVf6",22,144,"Kill","Exec. & Speed","One-shot",245.279998779297,"SoL",3,135.016,2016053,-14499,56575,NA
"yAbjrmP3LhHd8JFK",4,147,"Kill","Execution","One-shot",249.080001831055,"SoD",1,44.995,26582657,-13865,61023,NA
"yAbjrmP3LhHd8JFK",4,147,"Kill","Execution","One-shot",249.080001831055,"DV",2,96.041,13559425,-13865,61023,NA
"yAbjrmP3LhHd8JFK",4,147,"Kill","Execution","One-shot",249.080001831055,"SoL",3,134.997,2769834,-14276,61437,NA
"6qKJMdTP8yWVXngG",3,141,"Kill","Execution","One-shot",248.320007324219,"SoD",1,44.984,25420190,-16300,58273,NA
"6qKJMdTP8yWVXngG",3,141,"Kill","Execution","One-shot",248.320007324219,"DV",2,96.09,13921777,-16300,58273,NA
"6qKJMdTP8yWVXngG",3,141,"Kill","Execution","One-shot",248.320007324219,"SoL",3,134.971,1585706,-16072,58311,NA
"mjyKWB9QFJP4CxkH",6,133,"Kill","Execution","One-shot",249.119995117188,"DV",1,50.914,22696611,-17029,58332,NA
"mjyKWB9QFJP4CxkH",6,133,"Kill","Execution","One-shot",249.119995117188,"LV",2,95.906,11043550,-16644,58371,NA
"nBqrpP6yw4vNtkYG",7,157,"Kill","Execution","One-shot",245.33332824707,"SoL",1,44.971,28358789,-15966,58411,NA
"nBqrpP6yw4vNtkYG",7,157,"Kill","Execution","One-shot",245.33332824707,"SoD",2,89.97,18727720,-16266,58163,NA
"nBqrpP6yw4vNtkYG",7,157,"Kill","Execution","One-shot",245.33332824707,"DV",3,140.955,7454094,-16253,58109,NA
"nwKc1NPta3GRdpJT",6,140,"Kill","Execution","One-shot",249.880004882812,"LV",1,50.988,23186701,-16692,54765,NA
"nwKc1NPta3GRdpJT",6,140,"Kill","Execution","One-shot",249.880004882812,"SoL",2,89.965,12645482,-16692,54765,NA
"nwKc1NPta3GRdpJT",14,157,"Kill","Execution","One-shot",249.039993286133,"LV",1,50.959,26403743,-16351,54947,NA
"nwKc1NPta3GRdpJT",14,157,"Kill","Execution","One-shot",249.039993286133,"SoL",2,89.962,16897772,-16841,54891,NA
"nwKc1NPta3GRdpJT",14,157,"Kill","Execution","One-shot",249.039993286133,"SoD",3,134.99,6070264,-16440,54601,NA
"nwKc1NPta3GRdpJT",21,157,"Kill","Execution","One-shot",242.759994506836,"SoD",1,45.02,28464770,-16663,54575,NA
"nwKc1NPta3GRdpJT",21,157,"Kill","Execution","One-shot",242.759994506836,"SoL",2,90.015,18676107,-16789,54235,NA
"nwKc1NPta3GRdpJT",21,157,"Kill","Execution","One-shot",242.759994506836,"LV",3,141.031,6033001,-16789,54235,NA
"nwKc1NPta3GRdpJT",28,134,"Kill","Execution","One-shot",249.960006713867,"SoL",1,45.004,26131664,-16643,54825,NA
"nwKc1NPta3GRdpJT",28,134,"Kill","Execution","One-shot",249.960006713867,"LV",2,96.012,13472873,-16643,54825,NA
"nwKc1NPta3GRdpJT",35,171,"Kill","Execution","One-shot",246.320007324219,"DV",1,50.994,27977525,-16795,55250,NA
"nwKc1NPta3GRdpJT",35,171,"Kill","Execution","One-shot",246.320007324219,"SoD",2,90.002,20053221,-11880,55454,NA
"nwKc1NPta3GRdpJT",35,171,"Kill","Execution","One-shot",246.320007324219,"SoL",3,134.972,9236657,-11621,55679,NA
"nwKc1NPta3GRdpJT",46,156,"Kill","Execution","One-shot",249.080001831055,"SoD",1,45.007,27349462,-16191,54761,NA
"nwKc1NPta3GRdpJT",46,156,"Kill","Execution","One-shot",249.080001831055,"DV",2,96.008,16237672,-16191,54761,NA
"nwKc1NPta3GRdpJT",46,156,"Kill","Execution","One-shot",249.080001831055,"SoL",3,134.994,5913805,-16276,54115,NA
"DLyMcfKda9ZC7Pq3",6,150,"Kill","Execution","One-shot",246.039993286133,"SoD",1,44.932,27592564,-16084,58108,NA
"DLyMcfKda9ZC7Pq3",6,150,"Kill","Execution","One-shot",246.039993286133,"DV",2,95.947,15139278,-16084,58108,NA
"DLyMcfKda9ZC7Pq3",6,150,"Kill","Execution","One-shot",246.039993286133,"SoL",3,134.945,4063595,-16131,58439,NA
"N4n2BvVmbhqYDKdg",7,131,"Kill","Exec. & Speed","One-shot",248.279998779297,"LV",1,51.044,23161158,-13890,56459,NA
"N4n2BvVmbhqYDKdg",7,131,"Kill","Exec. & Speed","One-shot",248.279998779297,"DV",2,96.028,11205284,-13990,56165,NA
"XWvc9Af21FbR64kG",6,132,"Kill","Exec. & Speed","One-shot",246.639999389648,"LV",1,51.012,24984717,-15877,54362,NA
"XWvc9Af21FbR64kG",6,132,"Kill","Exec. & Speed","One-shot",246.639999389648,"SoL",2,89.985,13317245,-15877,54362,NA
"cw14kP2X9BnaAdpV",6,131,"Kill","Exec. & Speed","One-shot",246.160003662109,"SoL",1,44.966,26780279,-16688,58632,NA
"cw14kP2X9BnaAdpV",6,131,"Kill","Exec. & Speed","One-shot",246.160003662109,"DV",2,96.038,14636178,-16868,58339,NA
"1JPQjpwtGVLafgTK",7,160,"Kill","Execution","One-shot",246.440002441406,"LV",1,50.959,27152899,-14282,56529,NA
"1JPQjpwtGVLafgTK",7,160,"Kill","Execution","One-shot",246.440002441406,"DV",2,95.981,16904468,-14108,56451,NA
"1JPQjpwtGVLafgTK",7,160,"Kill","Execution","One-shot",246.440002441406,"SoL",3,134.942,6343402,-14282,56529,NA
"HAzdR6vfX3D7m82y",10,133,"Kill","Execution","One-shot",246.080001831055,"SoD",1,45.025,24655766,-16063,54659,NA
"HAzdR6vfX3D7m82y",10,133,"Kill","Execution","One-shot",246.080001831055,"LV",2,95.987,13171941,-16286,54499,NA
"cDzLV6NYJtfqMGC9",9,133,"Kill","Execution","One-shot",247.279998779297,"DV",1,51.054,21681930,-16888,58216,NA
"cDzLV6NYJtfqMGC9",9,133,"Kill","Execution","One-shot",247.279998779297,"SoL",2,90.089,11096837,-16696,58010,NA
"k4YKzatZxC7w31hH",6,135,"Kill","Exec. & Speed","One-shot",244.759994506836,"DV",1,51.019,23284853,-16556,58028,NA
"k4YKzatZxC7w31hH",6,135,"Kill","Exec. & Speed","One-shot",244.759994506836,"SoL",2,90.014,13271556,-16552,58196,NA
"zKFHmT8ZG3MrtWqX",6,131,"Kill","Execution","One-shot",247.119995117188,"SoL",1,44.962,27491172,-16500,58471,NA
"zKFHmT8ZG3MrtWqX",6,131,"Kill","Execution","One-shot",247.119995117188,"DV",2,95.989,15155275,-16567,58778,NA
"kC8xMBH4jD3NWLbm",7,144,"Kill","Execution","One-shot",244.720001220703,"SoD",1,44.96,26614621,-16560,57866,NA
"kC8xMBH4jD3NWLbm",7,144,"Kill","Execution","One-shot",244.720001220703,"DV",2,95.989,15031240,-16624,57841,NA
"kC8xMBH4jD3NWLbm",7,144,"Kill","Execution","One-shot",244.720001220703,"SoL",3,134.936,2155309,-16276,58028,NA
"KmgLz1VX2xt3DcfQ",29,134,"Kill","Execution","One-shot",246.960006713867,"DV",1,50.968,23112669,-16128,57760,NA
"KmgLz1VX2xt3DcfQ",29,134,"Kill","Execution","One-shot",246.960006713867,"SoL",2,89.948,12671044,-15940,57819,NA
"HP2ThKkzxZ9YABd6",6,126,"Kill","Exec. & Speed","One-shot",248.600006103516,"DV",1,51.026,21582413,-13761,55132,NA
"HP2ThKkzxZ9YABd6",6,126,"Kill","Exec. & Speed","One-shot",248.600006103516,"SoL",2,90.007,9915158,-13541,55408,NA
"Ljrmg6Zz87Ax3BDR",6,147,"Kill","Execution","One-shot",245,"SoD",1,44.993,25775811,-16394,57765,NA
"Ljrmg6Zz87Ax3BDR",6,147,"Kill","Execution","One-shot",245,"DV",2,95.999,15632098,-16394,57765,NA
"Ljrmg6Zz87Ax3BDR",6,147,"Kill","Execution","One-shot",245,"SoL",3,134.987,2893298,-16294,58238,NA
"478CcZ9avJWVFzXT",6,134,"Kill","Exec. & Speed","One-shot",247.559997558594,"LV",1,50.909,23329121,-16250,58202,NA
"478CcZ9avJWVFzXT",6,134,"Kill","Exec. & Speed","One-shot",247.559997558594,"DV",2,95.939,13660246,-16511,58021,NA
"GjaX1zPwK38bmNYp",6,138,"Kill","Execution","One-shot",245.800003051758,"SoD",1,44.867,24139570,-16857,58078,NA
"GjaX1zPwK38bmNYp",6,138,"Kill","Execution","One-shot",245.800003051758,"DV",2,95.89,12118065,-16857,58078,NA
"GjaX1zPwK38bmNYp",6,138,"Kill","Execution","One-shot",245.800003051758,"SoL",3,134.857,460533,-16785,58448,NA
"Xm8MB6VrDynpcJha",6,135,"Kill","Exec. & Speed","One-shot",248.399993896484,"SoL",1,45.004,27233316,-15651,58316,NA
"Xm8MB6VrDynpcJha",6,135,"Kill","Exec. & Speed","One-shot",248.399993896484,"DV",2,96.133,15466598,-15738,58054,NA
"8K3GWaVcrLC1RqFp",7,125,"Kill","Execution","One-shot",249.800003051758,"SoD",1,45.009,22605180,-17060,54047,NA
"8K3GWaVcrLC1RqFp",7,125,"Kill","Execution","One-shot",249.800003051758,"DV",2,96.035,8627736,-17060,54047,NA
"1aWVgtYZbzPD7rBw",8,122,"Kill","Exec. & Speed","One-shot",246.720001220703,"DV",1,50.979,22636137,-16454,57869,NA
"1aWVgtYZbzPD7rBw",8,122,"Kill","Exec. & Speed","One-shot",246.720001220703,"SoL",2,90.005,11655000,-16698,57986,NA
"dm3ByAZDJQ7aNWr8",6,129,"Kill","Exec. & Speed","One-shot",249.520004272461,"SoD",1,45.089,23701057,-16401,54152,NA
"dm3ByAZDJQ7aNWr8",6,129,"Kill","Exec. & Speed","One-shot",249.520004272461,"LV",2,96.075,10181120,-16432,54523,NA
"g3zWhbfvV1Bn79dT",6,137,"Kill","Execution","One-shot",246.360000610352,"SoL",1,44.893,24660726,-16207,58238,NA
"g3zWhbfvV1Bn79dT",6,137,"Kill","Execution","One-shot",246.360000610352,"DV",2,95.926,11997844,-16387,58109,NA
"Gx6X8TVwh47ZzHFj",6,121,"Kill","Exec. & Speed","One-shot",248.240005493164,"DV",1,51.006,22192823,-16823,58246,NA
"Gx6X8TVwh47ZzHFj",6,121,"Kill","Exec. & Speed","One-shot",248.240005493164,"SoL",2,89.987,11272054,-16785,58448,NA
"znAtfxCwjBHyGq4a",6,132,"Kill","Execution","One-shot",248.880004882812,"SoL",1,44.982,23358628,-16712,58446,NA
"znAtfxCwjBHyGq4a",6,132,"Kill","Execution","One-shot",248.880004882812,"SoD",2,89.981,10746943,-16536,58680,NA
"VNaQjWBMrRw8t41x",6,137,"Kill","Execution","One-shot",248.039993286133,"SoD",1,44.952,23521863,-17018,58388,NA
"VNaQjWBMrRw8t41x",6,137,"Kill","Execution","One-shot",248.039993286133,"LV",2,95.937,12275492,-16785,58448,NA
"FWt7RfkHb3GYXZ61",6,159,"Kill","Execution","One-shot",245.199996948242,"SoL",1,44.979,27902522,-17114,54720,NA
"FWt7RfkHb3GYXZ61",6,159,"Kill","Execution","One-shot",245.199996948242,"SoD",2,90.04,18366227,-16961,55000,NA
"FWt7RfkHb3GYXZ61",6,159,"Kill","Execution","One-shot",245.199996948242,"DV",3,140.978,7424275,-16961,55000,NA
"T3HRQp6adw4Nz8Ly",6,140,"Kill","Execution","One-shot",246.039993286133,"SoD",1,45.024,23811202,-16843,58280,NA
"T3HRQp6adw4Nz8Ly",6,140,"Kill","Execution","One-shot",246.039993286133,"SoL",2,89.979,13643045,-16977,58520,NA
"9gGD1q8hdfpRrMbC",35,135,"Kill","Exec. & Speed","One-shot",244.600006103516,"LV",1,50.898,25111705,-15376,58157,NA
"9gGD1q8hdfpRrMbC",35,135,"Kill","Exec. & Speed","One-shot",244.600006103516,"DV",2,95.934,14713577,-15231,58086,NA
"9gGD1q8hdfpRrMbC",35,135,"Kill","Exec. & Speed","One-shot",244.600006103516,"SoD",3,134.904,74841,-15231,58086,NA
"NyZ3YRfQjVr9gnBA",6,138,"Kill","Execution","One-shot",246.479995727539,"SoD",1,44.984,24951842,-16869,58250,NA
"NyZ3YRfQjVr9gnBA",6,138,"Kill","Execution","One-shot",246.479995727539,"DV",2,96.002,13551823,-16882,58838,NA
"NyZ3YRfQjVr9gnBA",6,138,"Kill","Execution","One-shot",246.479995727539,"SoL",3,134.977,522629,-16572,58454,NA
"dAtYahf2NymcCqvn",6,144,"Kill","Execution","One-shot",246.720001220703,"SoD",1,45.028,25419342,-16301,57807,NA
"dAtYahf2NymcCqvn",6,144,"Kill","Execution","One-shot",246.720001220703,"DV",2,96.023,14711988,-16301,57807,NA
"dAtYahf2NymcCqvn",6,144,"Kill","Execution","One-shot",246.720001220703,"SoL",3,135.017,2187384,-16255,58026,NA
"xAZkqMFBjfKmtcTn",6,139,"Kill","Execution","One-shot",248.800003051758,"LV",1,50.993,23644501,-12621,58541,NA
"xAZkqMFBjfKmtcTn",6,139,"Kill","Execution","One-shot",248.800003051758,"SoD",2,90.032,13411894,-11703,57665,NA
"w8GvVCjFNJ4K1a3L",10,142,"Kill","Execution","One-shot",249.119995117188,"SoD",1,44.98,25875295,-16383,57855,NA
"w8GvVCjFNJ4K1a3L",10,142,"Kill","Execution","One-shot",249.119995117188,"DV",2,96,12715458,-16383,57855,NA
"w8GvVCjFNJ4K1a3L",10,142,"Kill","Execution","One-shot",249.119995117188,"SoL",3,134.986,1482896,-16374,58294,NA
"3DcVqrGC1WPxvn6T",7,144,"Kill","Execution","One-shot",245.559997558594,"LV",1,51.018,23501577,-15833,58142,NA
"3DcVqrGC1WPxvn6T",7,144,"Kill","Execution","One-shot",245.559997558594,"DV",2,96.098,13436838,-16419,58014,NA
"3DcVqrGC1WPxvn6T",7,144,"Kill","Execution","One-shot",245.559997558594,"SoL",3,135.017,1936690,-15833,58142,NA
"p8cWyjXJmth6QZLG",6,279,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.160003662109,"DV",1,51.044,24354324,-16408,54008,NA
"p8cWyjXJmth6QZLG",6,279,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.160003662109,"SoD",2,90.026,17700513,-16408,54008,NA
"p8cWyjXJmth6QZLG",6,279,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.160003662109,"SoL",3,134.976,11687320,-16403,53673,NA
"p8cWyjXJmth6QZLG",6,279,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.160003662109,"LV",4,185.982,6005866,-16302,53538,NA
"p8cWyjXJmth6QZLG",6,279,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.160003662109,"SoD",5,224.982,1015177,-16748,53962,NA
"p8cWyjXJmth6QZLG",6,279,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.160003662109,"DV",6,275.986,19909473,-16748,53962,NA
"p8cWyjXJmth6QZLG",7,134,"Kill","Exec. & Speed","Log w/ wipe(s)",246.960006713867,"SoD",1,45.027,25110443,-16392,54180,NA
"p8cWyjXJmth6QZLG",7,134,"Kill","Exec. & Speed","Log w/ wipe(s)",246.960006713867,"LV",2,96.114,13445072,-16825,53692,NA
"dH2jcT18Khqrp4mM",6,140,"Kill","Execution","One-shot",248,"SoD",1,45.021,27759977,-16068,57737,NA
"dH2jcT18Khqrp4mM",6,140,"Kill","Execution","One-shot",248,"DV",2,96.046,14329818,-16394,58187,NA
"dH2jcT18Khqrp4mM",6,140,"Kill","Execution","One-shot",248,"SoL",3,134.996,458616,-15822,58267,NA
"jnAcbmtfKd328R19",4,133,"Kill","Exec. & Speed","One-shot",247.720001220703,"SoD",1,44.964,24897046,-17107,54075,NA
"jnAcbmtfKd328R19",4,133,"Kill","Exec. & Speed","One-shot",247.720001220703,"DV",2,96.036,13194143,-17149,53962,NA
"NkfQWMwxnq8rZYKC",6,138,"Kill","Execution","One-shot",249.800003051758,"SoD",1,44.97,24160753,-16794,58142,NA
"NkfQWMwxnq8rZYKC",6,138,"Kill","Execution","One-shot",249.800003051758,"SoL",2,89.967,13875115,-16826,58607,NA
"NCWDf97TqpHgnjkF",6,142,"Kill","Execution","One-shot",247.880004882812,"DV",1,50.991,25359276,-17172,57724,NA
"NCWDf97TqpHgnjkF",6,142,"Kill","Execution","One-shot",247.880004882812,"LV",2,95.995,14108472,-17194,58121,NA
"NCWDf97TqpHgnjkF",6,142,"Kill","Execution","One-shot",247.880004882812,"SoL",3,134.967,2889146,-17194,58121,NA
"78kaKmJrjbvx1hPC",6,148,"Kill","Execution","One-shot",246.720001220703,"SoL",1,44.941,26781041,-15822,58041,NA
"78kaKmJrjbvx1hPC",6,148,"Kill","Execution","One-shot",246.720001220703,"DV",2,96.203,15758181,-16336,58073,NA
"78kaKmJrjbvx1hPC",6,148,"Kill","Execution","One-shot",246.720001220703,"LV",3,140.974,2366189,-15822,58041,NA
"Hm1nWpCPZca7hAXT",13,139,"Kill","Execution","One-shot",248.320007324219,"LV",1,50.946,26389369,-16058,58170,NA
"Hm1nWpCPZca7hAXT",13,139,"Kill","Execution","One-shot",248.320007324219,"DV",2,95.987,16820162,-16554,58330,NA
"Hm1nWpCPZca7hAXT",13,139,"Kill","Execution","One-shot",248.320007324219,"SoL",3,134.951,326304,-16058,58170,NA
"mVvFWRGn3w6Pcpfh",6,139,"Kill","Execution","One-shot",243.960006713867,"SoD",1,45.001,26601097,-11713,57590,NA
"mVvFWRGn3w6Pcpfh",6,139,"Kill","Execution","One-shot",243.960006713867,"LV",2,95.993,14958270,-12005,57791,NA
"dwjrct31BJXhYRZx",7,132,"Kill","Exec. & Speed","One-shot",248.720001220703,"DV",1,51.003,23109313,-16743,58191,NA
"dwjrct31BJXhYRZx",7,132,"Kill","Exec. & Speed","One-shot",248.720001220703,"SoL",2,90.017,12814071,-16785,58448,NA
"APWCgGLDxq8Y9bhM",7,135,"Kill","Execution","One-shot",245.679992675781,"SoD",1,45.002,24488411,-16721,58233,NA
"APWCgGLDxq8Y9bhM",7,135,"Kill","Execution","One-shot",245.679992675781,"DV",2,95.936,13171262,-16622,58326,NA
"x91g742tHpMT6cF3",6,149,"Kill","Execution","One-shot",245.759994506836,"SoD",1,44.977,26915572,-15444,58666,NA
"x91g742tHpMT6cF3",6,149,"Kill","Execution","One-shot",245.759994506836,"DV",2,95.995,13627364,-15444,58666,NA
"x91g742tHpMT6cF3",6,149,"Kill","Execution","One-shot",245.759994506836,"SoL",3,134.945,3313680,-15233,58599,NA
"x91g742tHpMT6cF3",13,138,"Kill","Execution","One-shot",247.479995727539,"LV",1,51.013,25911187,-14913,58299,NA
"x91g742tHpMT6cF3",13,138,"Kill","Execution","One-shot",247.479995727539,"DV",2,96.067,15479778,-15013,58138,NA
"x91g742tHpMT6cF3",13,138,"Kill","Execution","One-shot",247.479995727539,"SoD",3,135.02,1112852,-15013,58138,NA
"16DRw3WCJNBM8mjT",4,142,"Kill","Execution","One-shot",249.559997558594,"LV",1,51.138,23716853,-12057,55354,NA
"16DRw3WCJNBM8mjT",4,142,"Kill","Execution","One-shot",249.559997558594,"SoD",2,90.023,13936703,-12431,58098,NA
"16DRw3WCJNBM8mjT",4,142,"Kill","Execution","One-shot",249.559997558594,"DV",3,140.99,516976,-12431,58098,NA
"dnY3VvNJHj7b2KCW",7,136,"Kill","Execution","One-shot",248.559997558594,"DV",1,50.998,21847306,-16207,58159,NA
"dnY3VvNJHj7b2KCW",7,136,"Kill","Execution","One-shot",248.559997558594,"SoD",2,90,10956358,-16207,58159,NA
"dnY3VvNJHj7b2KCW",7,136,"Kill","Execution","One-shot",248.559997558594,"SoL",3,134.981,129083,-15877,58125,NA
"F49XJNQ8VnwGkWdR",6,130,"Kill","Execution","One-shot",245.080001831055,"DV",1,50.996,26313426,-11479,54851,NA
"F49XJNQ8VnwGkWdR",6,130,"Kill","Execution","One-shot",245.080001831055,"SoL",2,89.994,16452401,-11281,54895,NA
"wC26xzMN7YP4aAvZ",6,152,"Kill","Execution","One-shot",247.320007324219,"SoD",1,44.958,26953574,-12232,55135,NA
"wC26xzMN7YP4aAvZ",6,152,"Kill","Execution","One-shot",247.320007324219,"DV",2,95.966,15093804,-12232,55135,NA
"wC26xzMN7YP4aAvZ",6,152,"Kill","Execution","One-shot",247.320007324219,"SoL",3,134.942,4911430,-12357,54841,NA
"VyXpm8xHcYrwRvdk",6,143,"Kill","Execution","One-shot",246.720001220703,"SoD",1,44.983,24508084,-16433,57679,NA
"VyXpm8xHcYrwRvdk",6,143,"Kill","Execution","One-shot",246.720001220703,"SoL",2,89.967,14500249,-16461,57938,NA
"VyXpm8xHcYrwRvdk",6,143,"Kill","Execution","One-shot",246.720001220703,"DV",3,140.986,985817,-16462,57673,NA
"j42zFxKRJC6wafdv",6,126,"Kill","Execution","One-shot",247.639999389648,"SoD",1,44.964,23808817,-15138,58710,NA
"j42zFxKRJC6wafdv",6,126,"Kill","Execution","One-shot",247.639999389648,"DV",2,96.009,11832823,-15138,58710,NA
"YGLa1ny4KpRZqcAd",6,149,"Kill","Execution","One-shot",242.839996337891,"SoD",1,44.954,24743454,-16952,58182,NA
"YGLa1ny4KpRZqcAd",6,149,"Kill","Execution","One-shot",242.839996337891,"DV",2,96.052,13865052,-16952,58182,NA
"YGLa1ny4KpRZqcAd",6,149,"Kill","Execution","One-shot",242.839996337891,"SoL",3,134.94,3512523,-16785,58448,NA
"Laj1Ck4rZQVqn6vM",45,142,"Kill","Execution","One-shot",246.960006713867,"DV",1,50.983,25074838,-16691,58317,NA
"Laj1Ck4rZQVqn6vM",45,142,"Kill","Execution","One-shot",246.960006713867,"SoD",2,89.969,14750144,-16725,58365,NA
"Laj1Ck4rZQVqn6vM",45,142,"Kill","Execution","One-shot",246.960006713867,"SoL",3,134.909,2267988,-16566,58017,NA
"bPAhvyY7NzxtBQ8R",8,134,"Kill","Execution","One-shot",247.279998779297,"SoD",1,44.985,27808471,-16333,54079,NA
"bPAhvyY7NzxtBQ8R",8,134,"Kill","Execution","One-shot",247.279998779297,"LV",2,95.988,16345475,-16337,53916,NA
"pJDRn3a4CXwPczhx",7,147,"Kill","Execution","One-shot",247.880004882812,"SoD",1,44.918,25102849,-15716,58004,NA
"pJDRn3a4CXwPczhx",7,147,"Kill","Execution","One-shot",247.880004882812,"DV",2,95.962,13939792,-15716,58004,NA
"pJDRn3a4CXwPczhx",7,147,"Kill","Execution","One-shot",247.880004882812,"SoL",3,134.897,3063417,-15619,57712,NA
"mytjJQqPcNLYh9wb",7,138,"Kill","Execution","One-shot",245.080001831055,"DV",1,50.991,24335951,-16993,58796,NA
"mytjJQqPcNLYh9wb",7,138,"Kill","Execution","One-shot",245.080001831055,"SoL",2,90.008,14825867,-16785,58448,NA
"8KvkjaXd6GPLRqQ2",6,143,"Kill","Execution","One-shot",242.759994506836,"SoL",1,45.022,25843944,-17205,58172,NA
"8KvkjaXd6GPLRqQ2",6,143,"Kill","Execution","One-shot",242.759994506836,"DV",2,96.098,14916705,-16841,57542,NA
"8KvkjaXd6GPLRqQ2",6,143,"Kill","Execution","One-shot",242.759994506836,"SoD",3,135.015,1288317,-16841,57542,NA
"xdqGMFHP2g8QcZbY",27,126,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.759994506836,"LV",1,50.944,22448668,-17257,58141,NA
"xdqGMFHP2g8QcZbY",27,126,"Wipe","Exec. & Speed","Log w/ wipe(s)",247.759994506836,"SoD",2,89.965,18549640,-17147,58274,NA
"xdqGMFHP2g8QcZbY",30,118,"Kill","Exec. & Speed","Log w/ wipe(s)",247.919998168945,"SoD",1,44.619,23298101,-16362,58298,NA
"xdqGMFHP2g8QcZbY",30,118,"Kill","Exec. & Speed","Log w/ wipe(s)",247.919998168945,"DV",2,95.682,11565987,-16362,58298,NA
"pCyjVn3HXwDBtgk2",6,145,"Kill","Execution","One-shot",246.800003051758,"LV",1,50.955,23308520,-16282,58369,NA
"pCyjVn3HXwDBtgk2",6,145,"Kill","Execution","One-shot",246.800003051758,"SoL",2,89.965,14787258,-16282,58369,NA
"pCyjVn3HXwDBtgk2",6,145,"Kill","Execution","One-shot",246.800003051758,"DV",3,140.984,1479094,-16520,57926,NA
"kjhVcHqRDTN7g4wY",7,131,"Kill","Exec. & Speed","One-shot",245.320007324219,"DV",1,50.957,26363405,-16812,58258,NA
"kjhVcHqRDTN7g4wY",7,131,"Kill","Exec. & Speed","One-shot",245.320007324219,"SoL",2,89.995,15931746,-16785,58448,NA
"Dy3vdbKQ18W9k4nh",8,145,"Kill","Execution","One-shot",248.240005493164,"SoD",1,45.024,26167758,-16024,58365,NA
"Dy3vdbKQ18W9k4nh",8,145,"Kill","Execution","One-shot",248.240005493164,"DV",2,95.977,14832120,-16024,58365,NA
